Sum of amount,Sum of tax_amount,Sum of fee_amount,,,
456141514.5,130952.41,727094.06,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
